CNPJ_CIA;DENOM_SOCIAL;DENOM_COMERC;DT_REG;DT_CONST;DT_CANCEL;MOTIVO_CANCEL;SIT;DT_INI_SIT;CD_CVM;SETOR_ATIV;TP_MERC;CATEG_REG;DT_INI_CATEG;SIT_EMISSOR;DT_INI_SIT_EMISSOR;CONTROLE_ACIONARIO;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;PAIS;CEP;DDD_TEL;TEL;DDD_FAX;FAX;EMAIL;TP_RESP;RESP;DT_INI_RESP;LOGRADOURO_RESP;COMPL_RESP;BAIRRO_RESP;MUN_RESP;UF_RESP;PAIS_RESP;CEP_RESP;DDD_TEL_RESP;TEL_RESP;DDD_FAX_RESP;FAX_RESP;EMAIL_RESP;CNPJ_AUDITOR;AUDITOR
76.483.817/0001-20;COMPANHIA PARANAENSE DE ENERGIA COPEL;COPEL;1994-04-04;1954-10-26;;;ATIVO;1994-04-04;14311;Energia Elétrica;BALCÃO NÃO ORGANIZADO;Categoria A;2010-01-01;FASE OPERACIONAL;1994-04-04;ESTATAL HOLDING;SEDE;Rua José Izidoro Biazetto, nº 158;Bloco A;Mossunguê;CURITIBA;PR;BRASIL;81200240;41;33314011;41;33312849;ri@copel.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;Felipe Gutterres Ramella;2024-07-01;Rua José Izidoro Biazetto, 158;Bloco A;Mossunguê;CURITIBA;PR;;81200240;41;33314141;;;ri@copel.com;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
76.483.817/0001-20;COMPANHIA PARANAENSE DE ENERGIA COPEL;COPEL;1994-04-04;1954-10-26;;;ATIVO;1994-04-04;14311;Energia Elétrica;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1994-04-04;ESTATAL HOLDING;SEDE;Rua José Izidoro Biazetto, nº 158;Bloco A;Mossunguê;CURITIBA;PR;BRASIL;81200240;41;33314011;41;33312849;ri@copel.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;Felipe Gutterres Ramella;2024-07-01;Rua José Izidoro Biazetto, 158;Bloco A;Mossunguê;CURITIBA;PR;;81200240;41;33314141;;;ri@copel.com;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
33.050.196/0001-88;COMPANHIA PAULISTA DE FORCA LUZ - CPFL;CPFL;1969-08-19;1912-01-01;;;ATIVO;1969-08-19;3824;Energia Elétrica;BALCÃO ORGANIZADO;Categoria B;2010-01-01;FASE OPERACIONAL;1969-08-19;PRIVADO;SEDE;Rua Jorge de Figueiredo Correa, nº 1.632;(parte);Jd. Profª Tarcilia;CAMPINAS;SP;BRASIL;13087397;19;37566083;;;ri@cpfl.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Kedi Wang;2025-02-25;Rua Jorge de Figueiredo Correa, nº 1632;;Jd. Prof. Tarcilia;CAMPINAS;SP;;13087397;19;37568458;;;ri@cpfl.com.br;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
27.137.879/0001-74;COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS CARTÕES CONSIGNADOS I;COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS CARTÕES CONSIGNADOS I;2017-06-14;2017-02-03;;;ATIVO;2017-06-14;24147;Securitização de Recebíveis;BALCÃO ORGANIZADO;Categoria B;2017-06-14;FASE OPERACIONAL;2017-06-14;PRIVADO;SEDE;Rua Cardeal Arcoverde, 2365;11º andar;Pinheiros;SÃO PAULO;SP;BRASIL;5407003;011;33851800;;;ri@vert-capital.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Victoria de Sá;2019-04-02;Rua Cardeal Arcoverde, 2365;7º andar;Pinheiros;SÃO PAULO;SP;;5407003;11;33851800;;;secfin@vert-capital.com;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
87.762.563/0001-03;COMPANHIIA HABITASUL DE PARTICIPAÇÕES;CIA HABITASUL DE PARTICIPAÇÕES;1982-04-19;1981-09-28;;;ATIVO;1982-04-19;3298;Emp. Adm. Part. - Crédito Imobiliário;BOLSA;Categoria A;2010-01-01;FASE OPERACIONAL;1982-04-19;PRIVADO;SEDE;Av. Carlos Gomes, n° 400, Ed. João Benjamim Zaffari;sala 505;Bairro Boa Vista;PORTO ALEGRE;RS;BRASIL;90480900;51;32203516;51;32203751;ri@habitasul.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Bruno Costa de Jesus;2025-11-10;Av. Carlos Gomes, n° 400, Ed. João Benjamim Zaffari;sala 505;Bairro Boa Vista;PORTO ALEGRE;RS;;9048090;51;33033893;;;ri@habitasul.com.br;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
21.389.501/0001-81;COMPASS GÁS E ENERGIA S.A.;COMPASS GÁS E ENERGIA S.A.;2020-09-28;2014-11-12;;;ATIVO;2020-09-28;25127;Emp. Adm. Part. - Saneamento, Serv. Água e Gás;BALCÃO ORGANIZADO;Categoria A;2020-09-28;FASE OPERACIONAL;2020-07-30;PRIVADO;SEDE;Avenida Brigadeiro Faria Lima, nº 4.100;4º andar, Sala 5;Itaim Bibi;SÃO PAULO;SP;BRASIL;4538132;11;38979797;;;ri@compassbr.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;Marcos Guilherme Tiburcio Fernandes;2024-11-13;Av. Brigadeiro Faria Lima, 4100;4 andar;Itaim Bibi;SÃO PAULO;;;4538132;11;38979797;;;ri@compassbr.com;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
21.389.501/0001-81;COMPASS GÁS E ENERGIA S.A.;COMPASS GÁS E ENERGIA S.A.;2020-09-28;2014-11-12;;;ATIVO;2020-09-28;25127;Emp. Adm. Part. - Saneamento, Serv. Água e Gás;BOLSA;Categoria A;2020-09-28;FASE OPERACIONAL;2020-07-30;PRIVADO;SEDE;Avenida Brigadeiro Faria Lima, nº 4.100;4º andar, Sala 5;Itaim Bibi;SÃO PAULO;SP;BRASIL;4538132;11;38979797;;;ri@compassbr.com;DIRETOR DE RELAÇÕES COM INVESTIDORES;Marcos Guilherme Tiburcio Fernandes;2024-11-13;Av. Brigadeiro Faria Lima, 4100;4 andar;Itaim Bibi;SÃO PAULO;;;4538132;11;38979797;;;ri@compassbr.com;61.562.112/0001-20;PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.
10.678.505/0001-63;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;CONCESSIONARIA RODOVIAS TIETE SA;2012-02-09;2009-02-19;;;ATIVO;2012-02-09;22721;Serviços Transporte e Logística;;Categoria B;2012-02-09;EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE;2019-12-19;PRIVADO;SEDE;Rod. Comendador Mario Dedini, km 108 + 600 mts;Caixa Postal 02;Rodovia;SALTO;SP;BRASIL;13320970;11;46027900;11;46028069;ri@rodoviasdotiete.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;BERNARDO MONTEIRO LOBATO ZERKOWSKI FIGUEIREDO;2025-03-28;Av. Brigadeiro Faria Lima, 3311;ANDAR 1 CONJ 11 SALA;Itaim Bibi;SÃO PAULO;;;4538133;11;30775300;;;financas@viaappia.com.br;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
15.578.569/0001-06;CONC. DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;;2014-10-24;2012-05-08;;;ATIVO;2014-10-24;23515;Serviços Transporte e Logística;BALCÃO ORGANIZADO;Categoria B;2014-10-24;FASE OPERACIONAL;2014-08-13;PRIVADO;SEDE;Rodovia Hélio Smidt, Aeroporto Internacional de São Paulo;s/nº;Cumbica;GUARULHOS;SP;BRASIL;7190100;11;24456999;11;24456999;dri@gru.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;NEIRIM GOULART DUARTE;2025-11-03;Rodovia Hélio Smidt;s/nº;CUMBICA;GUARULHOS;SP;;7190100;11;24456999;;;dri@gru.com.br;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
18.572.225/0001-88;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.;2016-02-19;2015-12-14;;;ATIVO;2016-02-19;23868;Serviços Transporte e Logística;;Categoria B;2016-02-19;FASE OPERACIONAL;2015-12-14;PRIVADO;SEDE;RUA CAIAPIA, 86;QD. E5 LOTE 5;ALPHAVILLE EMPRESAR.;GOIÂNIA;GO;BRASIL;74884554;62;36238900;62;36238900;daniel.amaral@triunfoconcebra.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;FERNANDA OLIVEIRA CASTANHO;2025-01-29;RUA CAIAPIA, 86;QD. E5 LOTE 5;ALPHAVILLE EMPRESAR.;GOIÂNIA;;;74884554;62;36238901;;;fernanda.castanho@triunfoconcebra.com.br;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
10.324.624/0001-18;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO SA;METRÔRIO;2010-09-20;2008-08-20;;;ATIVO;2010-09-20;22144;Serviços Transporte e Logística;BALCÃO ORGANIZADO;Categoria B;2010-09-20;FASE OPERACIONAL;2010-09-20;PRIVADO HOLDING;SEDE;Avenida Presidente Vargas n° 2000 e 2700;Centro Adm.;Centro;RIO DE JANEIRO;RJ;BRASIL;20210031;21;32116301;21;32116361;dri@metrorio.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Alexandre Wolynec;2026-05-11;Avenida Presidente Vargas;2000;Centro;RIO DE JANEIRO;RJ;;20210031;21;995179264;;;dri@metrorio.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
10.531.501/0001-58;CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART;CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART;2010-11-22;2008-11-12;;;ATIVO;2010-11-22;22268;Serviços Transporte e Logística;BALCÃO NÃO ORGANIZADO;Categoria B;2010-11-22;FASE OPERACIONAL;2010-11-22;PRIVADO;SEDE;Avenida Issa Marar, nº 2-200;nº 2-200;Parque Res Samambaia;BAURU;SP;BRASIL;17018002;14;31042300;14;31042300;ri@cartsp.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Gilson de Oliveira Carvalho;2020-04-30;Avenida Issa Marar, nº 2-200;nº 2-200;Parque Res Samambaia;BAURU;SP;;17018002;14;31042300;;;gilson.carvalho@ibhservicos.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
10.531.501/0001-58;CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART;CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART;2010-11-22;2008-11-12;;;ATIVO;2010-11-22;22268;Serviços Transporte e Logística;BALCÃO ORGANIZADO;Categoria B;2010-11-22;FASE OPERACIONAL;2010-11-22;PRIVADO;SEDE;Avenida Issa Marar, nº 2-200;nº 2-200;Parque Res Samambaia;BAURU;SP;BRASIL;17018002;14;31042300;14;31042300;ri@cartsp.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Gilson de Oliveira Carvalho;2020-04-30;Avenida Issa Marar, nº 2-200;nº 2-200;Parque Res Samambaia;BAURU;SP;;17018002;14;31042300;;;gilson.carvalho@ibhservicos.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
10.531.501/0001-58;CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART;CONCESSIONARIA AUTO RAPOSO TAVARES SA-CART;2010-11-22;2008-11-12;;;ATIVO;2010-11-22;22268;Serviços Transporte e Logística;BOLSA;Categoria B;2010-11-22;FASE OPERACIONAL;2010-11-22;PRIVADO;SEDE;Avenida Issa Marar, nº 2-200;nº 2-200;Parque Res Samambaia;BAURU;SP;BRASIL;17018002;14;31042300;14;31042300;ri@cartsp.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Gilson de Oliveira Carvalho;2020-04-30;Avenida Issa Marar, nº 2-200;nº 2-200;Parque Res Samambaia;BAURU;SP;;17018002;14;31042300;;;gilson.carvalho@ibhservicos.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
36.763.716/0001-98;CONCESSIONARIA CATARINENSE DE RODOVIAS S.A.;CONCESSIONARIA CATARINENSE DE RODOVIAS S.A.;2022-06-21;2020-03-11;;;ATIVO;2022-06-21;26859;Emp. Adm. Part. - Serviços Transporte e Logística;;Categoria B;2022-03-29;FASE OPERACIONAL;2022-03-29;PRIVADO;SEDE;Rua Leonete Frontina Alves;190, Km 325,5 BR 101;Vila Flor;CAPIVARI DE BAIXO;SC;BRASIL;88745000;51;33039100;;;viasul.cvm@grupoccr.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Fernando Henrique Pereira De Marchi;2024-07-17;Rua Leonete Frontina Alves;190, Km 325,5 BR-101;Vila Flor;CAPIVARI DE BAIXO;;;88745000;51;33039100;;;viasul.cvm@grupoccr.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
07.682.638/0001-07;CONCESSIONÁRIA DA LINHA 4 DO METRÔ DE SÃO PAULO S.A.;CONCESSIONÁRIA DA LINHA 4 DO METRÔ DE SÃO PAULO S.A.;2024-12-16;2005-09-19;;;ATIVO;2024-12-16;27731;Emp. Adm. Part. - Serviços Transporte e Logística;BOLSA;Categoria B;2024-10-11;FASE OPERACIONAL;2005-08-30;PRIVADO;SEDE;Rua Heitor dos Prazeres, nº. 320;;Vila Sônia;SÃO PAULO;SP;BRASIL;5522000;11;37475250;;;planejamento.viaquatro@grupoccr.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Antonio Marcio Barros Silva;2024-08-16;Rua Heitor dos Prazeres, nº. 320;;Vila Sônia;SÃO PAULO;SP;;5522000;11;37475250;;;antonio.barros@grupoccr.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
08.822.767/0001-08;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;2017-03-06;2007-05-16;;;ATIVO;2017-03-06;24104;Serviços Transporte e Logística;BALCÃO ORGANIZADO;Categoria B;2017-03-06;FASE OPERACIONAL;2016-11-25;PRIVADO;SEDE;Avenida Joaquim André;nº 361;Santa Clara;DIVINÓPOLIS;MG;BRASIL;35500712;11;35089600;11;35089601;financas@viaappia.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;BERNARDO MONTEIRO LOBATO ZERKOWSKI FIGUEIREDO;2024-05-27;Avenida Brigadeiro Faria Lima, 3311;11° andar;Itaim Bibi;SÃO PAULO;;;4538133;11;998815179;;;faleconosco@viaappia.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
10.841.050/0001-55;CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A-ECOPISTAS;CONCESSIONÁRIA DAS RODOVIAS AYRTON SENNA E CARVALHO PINTO S/A;2011-02-22;2009-04-27;;;ATIVO;2011-02-22;22411;Serviços Transporte e Logística;BALCÃO ORGANIZADO;Categoria B;2011-02-22;FASE OPERACIONAL;2011-02-22;PRIVADO;SEDE;Rodovia Ayrton Senna , S/N Km 32- Pista Oeste;;Itaquaquecetuba;SÃO PAULO;SP;BRASIL;8578010;11;46463400;11;46480627;invest@ecorodovias.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Ronald Dennis Marangon;2023-01-02;Rodovia Ayrton Senna , S/N Km 32- Pista Oeste;;Itaquaquecetuba;SÃO PAULO;SP;;8578010;11;46463400;;;invest@ecorodovias.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
48.851.242/0001-15;CONCESSIONARIA DAS RODOVIAS DO LESTE MS S/A;CONCESSIONARIA DAS RODOVIAS DO LESTE MS S/A;2025-03-13;2022-12-09;;;ATIVO;2025-03-13;27790;Serviços Transporte e Logística;BALCÃO ORGANIZADO;Categoria B;2024-10-29;FASE OPERACIONAL;2024-10-29;PRIVADO;SEDE;Avenida Dois, 1.947;sala 2;Centro;CHAPADÃO DO SUL;MS;BRASIL;79560000;67;35627650;;;paulo.gomes@way306.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Paulo Vinícius Machado Gomes;2024-08-01;Avenida Dois, 1947;sala 2;Centro;CHAPADÃO DO SUL;MS;;79650000;67;33290500;;;paulo.gomes@way306.com.br;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
32.161.500/0001-00;CONCESSIONÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.;CONCESSÁRIA DAS RODOVIAS INTEGRADAS DO SUL S.A.;2020-12-04;2018-11-21;;;ATIVO;2020-12-04;25356;Emp. Adm. Part. - Serviços Transporte e Logística;;Categoria B;2020-12-04;FASE OPERACIONAL;2020-10-21;PRIVADO;SEDE;Av. Paraná, nº 2435;;Navegantes;PORTO ALEGRE;RS;BRASIL;90240600;051;33039100;;;viasul.cvm@grupoccr.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Fernando Henrique Pereira De Marchi;2024-07-17;Av. Paraná, nº 2435;;Navegantes;PORTO ALEGRE;;;90240600;51;33039100;;;viasul.cvm@grupoccr.com.br;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
19.642.306/0001-70;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;2016-02-03;2014-01-21;;;ATIVO;2016-02-03;23833;Emp. Adm. Part. - Serviços Transporte e Logística;;Categoria B;2016-02-03;FASE OPERACIONAL;2015-10-27;PRIVADO;SEDE;Av. Zila Correa Machado, 5600;-;Bairro Moreninha;CAMPO GRANDE;MS;BRASIL;79065660;67;33579100;;;cvm.pantanal@motiva.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Nelson Soares Neto;2025-08-12;Av. Zila Correa Machado, 5600;-;Bairro Moreninha;CAMPO GRANDE;MS;;79065660;67;33579100;;;cvm.pantanal@motiva.com.br;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
03.207.703/0001-83;CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;INTERVIAS;2009-11-27;1999-05-28;;;ATIVO;2009-11-27;21849;Serviços Transporte e Logística;BALCÃO ORGANIZADO;Categoria B;2010-01-01;FASE OPERACIONAL;2009-11-27;PRIVADO HOLDING;SEDE;Via Anhanguera;km 168;Jd. Sobradinho;ARARAS;SP;BRASIL;13602004;19;35436000;19;35436013;dri@intervias.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Nilton Leonardo Fernandes de Oliveira;2023-10-01;Av. Presidente Juscelino Kubitschek, 510;12º Andar;Vila Nova Conceição;SÃO PAULO;SP;;4543011;11;30742472;;;ri@arteris.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
49.314.049/0001-08;CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A;CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A;2024-03-26;2023-01-13;;;ATIVO;2024-03-26;27464;Serviços Transporte e Logística;BALCÃO ORGANIZADO;Categoria B;2023-12-08;FASE OPERACIONAL;2023-12-11;PRIVADO;SEDE;Rua Marlene David dos Santos, nº 325;;Jardim Paraiso;MATÃO;SP;BRASIL;15991360;11;37872667;;;invest@ecorodovias.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Danyel Machado Nunes;2025-01-20;Rua Marlene David dos Santos, n° 325;;Jardim Paraiso;MATÃO;SP;;15991360;11;37872667;;;invest@ecorodovias.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
59.196.897/0001-13;CONCESSIONÁRIA DE RODOVIAS PRVIAS S.A.;CONCESSIONÁRIA DE RODOVIAS PRVIAS S.A.;2025-08-19;2025-01-20;;;ATIVO;2025-08-19;27898;Emp. Adm. Part. - Serviços Transporte e Logística;BOLSA;Categoria B;2025-06-17;FASE PRÉ-OPERACIONAL;2025-06-17;PRIVADO;SEDE;Rua João Wyclif, nº 111;13ºAnd., S.s.1301/12;Glb. Fazenda Palhano;LONDRINA;PR;BRASIL;86050450;11;45894133;;;planejamentofinanceiro.prvias@motiva.com.br / keller.junior@motiva.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Keller Alves Rodrigues Junior;2025-06-16;Rua João Wyclif, nº 111;13ºAnd., S.s.1301/12;Glb. Fazenda Palhano;LONDRINA;PR;;5522000;43;991556975;;;keller.junior@motiva.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
02.451.848/0001-62;CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S.A.;CONCESSIONÁRIA SO SISTEMA ANHANGUERA BANDEIRANTES S/A;2006-07-19;1998-05-01;;;ATIVO;2006-07-19;20192;Serviços Transporte e Logística;BALCÃO ORGANIZADO;Categoria B;2010-01-01;FASE OPERACIONAL;2006-07-19;PRIVADO;SEDE;Avenida Professora Maria do Carmo Guimarães Pellegrini, 200;Bloco E;Retiro;JUNDIAÍ;SP;BRASIL;13209500;11;45894000;11;45894006;cvm.autoban@motiva.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Rodrigo Fernandes Monteiro;2025-03-26;Av. Professora Maria do Carmo Guimarães Pellegrini, 200;Bloco E;Retiro;JUNDIAÍ;SP;;13209500;11;45894004;;;cvm.autoban@motiva.com.br;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
02.451.848/0001-62;CONCESSIONÁRIA DO SISTEMA ANHANGUERA-BANDEIRANTES S.A.;CONCESSIONÁRIA SO SISTEMA ANHANGUERA BANDEIRANTES S/A;2006-07-19;1998-05-01;;;ATIVO;2006-07-19;20192;Serviços Transporte e Logística;BOLSA;Categoria B;2010-01-01;FASE OPERACIONAL;2006-07-19;PRIVADO;SEDE;Avenida Professora Maria do Carmo Guimarães Pellegrini, 200;Bloco E;Retiro;JUNDIAÍ;SP;BRASIL;13209500;11;45894000;11;45894006;cvm.autoban@motiva.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Rodrigo Fernandes Monteiro;2025-03-26;Av. Professora Maria do Carmo Guimarães Pellegrini, 200;Bloco E;Retiro;JUNDIAÍ;SP;;13209500;11;45894004;;;cvm.autoban@motiva.com.br;10.830.108/0001-65;GRANT THORNTON AUDITORES INDEPENDENTES LTDA.
44.319.688/0001-42;CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO-SÃO PAULO S.A.;CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO-SÃO PAULO S.A;2024-01-24;2021-11-10;;;ATIVO;2024-01-24;27421;Emp. Adm. Part. - Serviços Transporte e Logística;BOLSA;Categoria B;2023-11-13;FASE OPERACIONAL;2023-11-13;PRIVADO;SEDE;Rodovia Presidente Dutra, nº 0, Km 184,3;;Morro Grande;SANTA ISABEL;SP;BRASIL;7500000;11;27952400;;;cvm.riosp@grupoccr.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Carla Henriques Silva Fornasaro;2023-11-06;Rodovia Presidente Dutra, nº 0, Km 184,3;;Morro Grande;SANTA ISABEL;SP;;7500000;24;998380515;;;carla.fornasaro@grupoccr.com.br;57.755.217/0001-29;KPMG AUDITORES INDEPENDENTES LTDA.
15.090.690/0001-94;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;CONCESSIONARIA ECOVIAS DO ARAGUAIA S.A.;2022-03-15;2011-12-13;;;ATIVO;2022-03-15;26638;Serviços Transporte e Logística;;Categoria B;2021-10-19;FASE OPERACIONAL;2021-09-29;PRIVADO;SEDE;Avenida Juscelino Kubitschek, Qd. 19, Lote 01,08;Ed.Gênesis, 5º andar;Jundiaí;ANÁPOLIS;GO;BRASIL;75110390;62;37711700;;;invest@ecorodovias.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;FABIANO MARTINS DE MEDEIROS;2025-09-01;Avenida Juscelino Kubitschek, Qd. 19, Lote 01,08;Ed.Gênesis, 5º andar;Jundiaí;ANÁPOLIS;GO;;75110390;62;37711700;;;invest@ecorodovias.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
35.593.905/0001-05;CONCESSIONÁRIA ECOVIAS DO CERRADO S.A.;CONCESSIONÁRIA ECOVIAS DO CERRADO S.A.;2022-01-04;2019-10-14;;;ATIVO;2022-01-04;26581;Serviços Transporte e Logística;BALCÃO ORGANIZADO;Categoria B;2022-01-04;FASE OPERACIONAL;2021-10-19;PRIVADO;SEDE;Rua Sintra;50;Granja Marileusa;UBERLÂNDIA;MG;BRASIL;38406643;34;32918000;34;32918036;invest@ecorodovias.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Matheus da Silva Pereira Fernandes;2022-07-01;Rua Sintra;50;Granja Marileusa;UBERLÂNDIA;MG;;38406643;34;32918000;;;invest@ecorodovias.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
02.509.491/0001-26;CONCESSIONARIA ECOVIAS DOS IMIGRANTES SA;ECOVIAS DOS IMIGRANTES;2006-12-18;1998-05-01;;;ATIVO;2006-12-18;20397;Serviços Transporte e Logística;BALCÃO ORGANIZADO;Categoria B;2010-01-01;FASE OPERACIONAL;2006-12-18;PRIVADO;SEDE;Rodovia dos Imigrantes, s/nº km 28,5;;Jardim Represa;SÃO BERNARDO DO CAMPO;SP;BRASIL;9845000;11;43588100;11;43588799;invest@ecorodovias.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Ronald Dennis Marangon;2019-09-02;Rodovia dos Imigrantes;km 28,5;Jardim Represa;SÃO BERNARDO DO CAMPO;SP;;9845000;11;43588100;;;invest@ecorodovias.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
22.163.297/0001-49;CONCESSIONARIA PONTE RIO-NITERÓI S.A. - ECOPONTE;CONCESSIONARIA PONTE RIO-NITERÓI S.A. - ECOPONTE;2017-05-25;2015-03-24;;;ATIVO;2017-05-25;24139;Serviços Transporte e Logística;BALCÃO ORGANIZADO;Categoria B;2017-05-25;FASE OPERACIONAL;2017-03-22;PRIVADO;SEDE;Rua Mário Neves;Nr.01;Ilha da Conceição;NITERÓI;RJ;BRASIL;24050290;21;34789400;021;34789405;invest@ecorodovias.com.br;DIRETOR DE RELAÇÕES COM INVESTIDORES;Júlio Cezar Moreira de Amorim;2023-01-02;Rua Mário Neves;01;Ilha da Conceição;NITERÓI;RJ;;24050290;21;34789400;;;invest@ecorodovias.com.br;49.928.567/0001-11;DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.
